,date,state,hospitalized_with_symptoms,intensive_care,total_hospitalized,home_isolation,positive_total,change_in_total_positives,new_positives,recovered_discharged,deaths,diagnostic_suspected_cases,screening_cases,cases_total,swabs,tested_cases,notes,intensive_care_admissions,test_notes,case_notes,total_positive_molecular_test,rapid_antigen_test_positive_total,molecular_test_swabs,rapid_antigen_test_swabs
1430,2024-01-24T17:00:00,ITA,2691,121,2812,183885,186697,-1491,760,26325082,195955,,,26707734,279808405,69885104.0,,10.0,,,9928537.0,16779197.0,102740504.0,177067901.0
1431,2024-01-25T17:00:00,ITA,2564,120,2684,183563,186247,-450,668,26326180,195975,,,26708402,279835145,69889179.0,,11.0,,,9928776.0,16779626.0,102744074.0,177091071.0
1432,2024-01-26T17:00:00,ITA,2460,108,2568,180625,183193,-3054,639,26329849,195999,,,26709041,279857342,69892750.0,,5.0,,,9928983.0,16780058.0,102746924.0,177110418.0
1433,2024-01-27T17:00:00,ITA,2361,100,2461,180253,182714,-479,591,26330901,196016,,,26709631,279876798,69895737.0,,4.0,,,9929164.0,16780467.0,102749894.0,177126904.0
1434,2024-01-28T17:00:00,ITA,2343,103,2446,179949,182395,-319,390,26331603,196023,,,26710021,279892194,69898376.0,,7.0,,,9929254.0,16780767.0,102752423.0,177139771.0
1435,2024-01-29T17:00:00,ITA,2314,105,2419,179190,181609,-786,186,26332560,196038,,,26710207,279900908,69900003.0,,3.0,,,9929295.0,16780912.0,102753595.0,177147313.0
1436,2024-01-30T17:00:00,ITA,2196,108,2304,178853,181157,-452,822,26333810,196062,,,26711029,279932781,69904422.0,,15.0,,,9929551.0,16781478.0,102758165.0,177174616.0
1437,2024-01-31T17:00:00,ITA,2169,106,2275,178469,180744,-413,563,26334778,196070,,,26711592,279959521,69908579.0,,5.0,,,9929721.0,16781871.0,102762253.0,177197268.0
1438,2024-02-01T17:00:00,ITA,2063,97,2160,176073,178233,-2511,530,26337796,196093,,,26712122,279983053,69912152.0,,3.0,,,9929909.0,16782213.0,102768265.0,177214788.0
1439,2024-02-02T17:00:00,ITA,2004,91,2095,175932,178027,-206,477,26338463,196109,,,26712599,280003889,69915294.0,,5.0,,,9930060.0,16782539.0,102771232.0,177232657.0
1440,2024-02-03T17:00:00,ITA,1955,87,2042,175877,177919,-108,447,26339005,196121,,,26713045,280022186,69918251.0,,4.0,,,9930205.0,16782840.0,102775169.0,177247017.0
1441,2024-02-04T17:00:00,ITA,1944,87,2031,175643,177674,-245,315,26339557,196129,,,26713360,280036394,69920857.0,,1.0,,,9930313.0,16783047.0,102778154.0,177258240.0
1442,2024-02-05T17:00:00,ITA,1918,85,2003,175280,177283,-391,166,26340106,196137,,,26713526,280044365,69922461.0,,3.0,,,9930362.0,16783164.0,102779249.0,177265116.0
1443,2024-02-06T17:00:00,ITA,1827,85,1912,173287,175199,-2084,611,26342783,196155,,,26714137,280077130,69926999.0,,6.0,,,9930552.0,16783585.0,102783850.0,177293280.0
1444,2024-02-07T17:00:00,ITA,1792,87,1879,173169,175048,-151,446,26343370,196165,,,26714583,280102455,69930811.0,,8.0,,,9930680.0,16783903.0,102787609.0,177314846.0
1445,2024-02-08T17:00:00,ITA,1683,84,1767,173014,174781,-267,397,26344020,196179,,,26714980,280127805,69934602.0,,7.0,,,9930795.0,16784185.0,102790999.0,177336806.0
1446,2024-02-09T17:00:00,ITA,1660,79,1739,172772,174511,-270,344,26344623,196190,,,26715324,280148333,69937680.0,,4.0,,,9930889.0,16784435.0,102794496.0,177353837.0
1447,2024-02-10T17:00:00,ITA,1623,77,1700,172821,174521,10,347,26344931,196218,,,26715670,280165504,69940361.0,,5.0,,,9931005.0,16784665.0,102797034.0,177368470.0
1448,2024-02-11T17:00:00,ITA,1596,78,1674,172610,174284,-237,185,26345350,196221,,,26715855,280180320,69942625.0,,5.0,,,9931071.0,16784784.0,102799437.0,177380883.0
1449,2024-02-12T17:00:00,ITA,1571,75,1646,172309,173955,-329,121,26345791,196230,,,26715976,280188114,69944085.0,,2.0,,,9931102.0,16784874.0,102800459.0,177387655.0
1450,2024-02-13T17:00:00,ITA,1508,73,1581,171295,172876,-1079,456,26347305,196250,,,26716431,280217099,69948588.0,,5.0,,,9931253.0,16785178.0,102805447.0,177411652.0
1451,2024-02-14T17:00:00,ITA,1486,67,1553,171131,172684,-192,373,26347863,196257,,,26716804,280238086,69952210.0,,1.0,,,9931374.0,16785430.0,102809213.0,177428873.0
1452,2024-02-15T17:00:00,ITA,1446,67,1513,171073,172586,-98,283,26348235,196266,,,26717087,280265770,69955774.0,,4.0,,,9931464.0,16785623.0,102812614.0,177453156.0
1453,2024-02-16T17:00:00,ITA,1402,59,1461,170985,172446,-140,243,26348609,196275,,,26717330,280284582,69959016.0,,1.0,,,9931545.0,16785785.0,102815207.0,177469375.0
1454,2024-02-17T17:00:00,ITA,1357,56,1413,170863,172276,-170,229,26348999,196284,,,26717559,280302821,69962101.0,,3.0,,,9931597.0,16785962.0,102818008.0,177484813.0
1455,2024-02-18T17:00:00,ITA,1348,55,1403,170721,172124,-152,159,26349307,196286,,,26717717,280316977,69964158.0,,2.0,,,9931638.0,16786079.0,102820294.0,177496683.0
1456,2024-02-19T17:00:00,ITA,1351,53,1404,170434,171838,-286,95,26349684,196290,,,26717812,280325790,69967316.0,,4.0,,,9931674.0,16786138.0,102821265.0,177504525.0
1457,2024-02-20T17:00:00,ITA,1320,52,1372,170144,171516,-322,386,26350384,196299,,,26718199,280360616,69973038.0,,4.0,,,9931830.0,16786369.0,102825689.0,177534927.0
1458,2024-02-21T17:00:00,ITA,1311,51,1362,169845,171207,-309,212,26350895,196309,,,26718411,280384928,69976724.0,,5.0,,,9931894.0,16786517.0,102829475.0,177555453.0
1459,2024-02-22T17:00:00,ITA,1287,45,1332,169768,171100,-107,206,26351199,196318,,,26718617,280407559,69980095.0,,1.0,,,9931960.0,16786657.0,102832466.0,177575093.0
1460,2024-02-23T17:00:00,ITA,1264,46,1310,170395,171705,605,173,26350767,196316,,,26718788,280427527,69983282.0,,4.0,,,9931990.0,16786798.0,102835195.0,177592332.0
1461,2024-02-24T17:00:00,ITA,1243,47,1290,170380,171670,-35,166,26350957,196327,,,26718954,280441010,69985755.0,,4.0,,,9932041.0,16786913.0,102837398.0,177603612.0
1462,2024-02-25T17:00:00,ITA,1233,46,1279,170304,171583,-87,99,26351141,196329,,,26719053,280455407,69987778.0,,0.0,,,9932070.0,16786983.0,102839474.0,177615933.0
1463,2024-02-26T17:00:00,ITA,1224,47,1271,170206,171477,-106,80,26351325,196331,,,26719133,280464954,69989368.0,,3.0,,,9932094.0,16787039.0,102840584.0,177624370.0
1464,2024-02-27T17:00:00,ITA,1179,49,1228,170034,171262,-215,232,26351758,196344,,,26719364,280493679,69993326.0,,7.0,,,9932199.0,16787165.0,102845184.0,177648495.0
1465,2024-02-28T17:00:00,ITA,1154,45,1199,169993,171192,-70,147,26351971,196348,,,26719511,280517410,69996813.0,,1.0,,,9932241.0,16787270.0,102848599.0,177668811.0
1466,2024-02-29T17:00:00,ITA,1135,44,1179,169753,170932,-260,153,26352380,196352,,,26719664,280539279,70000174.0,,3.0,,,9932284.0,16787380.0,102851702.0,177687577.0
1467,2024-03-01T17:00:00,ITA,1135,36,1171,169718,170889,-43,164,26352580,196359,,,26719828,280557897,70003003.0,,3.0,,,9932342.0,16787486.0,102853973.0,177703924.0
1468,2024-03-02T17:00:00,ITA,1134,29,1163,169659,170822,-67,167,26352808,196365,,,26719995,280574128,70005593.0,,0.0,,,9932407.0,16787588.0,102856176.0,177717952.0
1469,2024-03-03T17:00:00,ITA,1121,30,1151,169634,170785,-37,68,26352911,196367,,,26720063,280587786,70007707.0,,1.0,,,9932428.0,16787635.0,102858118.0,177729668.0
1470,2024-03-04T17:00:00,ITA,1122,32,1154,169509,170663,-122,48,26353079,196369,,,26720111,280594919,70009256.0,,3.0,,,9932439.0,16787672.0,102859180.0,177735739.0
1471,2024-03-05T17:00:00,ITA,1118,28,1146,169469,170615,-48,263,26353385,196374,,,26720374,280624957,70013353.0,,0.0,,,9932585.0,16787789.0,102863005.0,177761952.0
1472,2024-03-06T17:00:00,ITA,1090,31,1121,169407,170528,-87,135,26353602,196379,,,26720509,280647500,70016885.0,,4.0,,,9932642.0,16787867.0,102866244.0,177781256.0
1473,2024-03-07T17:00:00,ITA,1090,31,1121,169315,170436,-92,117,26353806,196383,,,26720625,280667882,70020100.0,,2.0,,,9932688.0,16787937.0,102868284.0,177799598.0
1474,2024-03-08T17:00:00,ITA,1077,28,1105,169445,170550,114,143,26353933,196390,,,26720873,280686343,70023420.0,,1.0,,,9932838.0,16788035.0,102871211.0,177815132.0
1475,2024-03-09T17:00:00,ITA,1069,29,1098,169427,170525,-25,105,26354067,196397,,,26720989,280700400,70025963.0,,3.0,,,9932889.0,16788100.0,102873329.0,177827071.0
1476,2024-03-10T17:00:00,ITA,1059,27,1086,169416,170502,-23,83,26354172,196398,,,26721072,280714704,70041594.0,,1.0,,,9932919.0,16788153.0,102875633.0,177839071.0
1477,2024-03-11T17:00:00,ITA,1043,29,1072,169400,170472,-30,55,26354255,196400,,,26721127,280721957,70040002.0,,3.0,,,9932931.0,16788196.0,102876527.0,177845430.0
1478,2024-03-12T17:00:00,ITA,891,29,920,169211,170131,-341,121,26354704,196413,,,26721248,280750202,70046822.0,,2.0,,,9932980.0,16788268.0,102880350.0,177869852.0
1479,2024-03-13T17:00:00,ITA,880,28,908,169128,170036,-95,114,26354907,196420,,,26721363,280781667,70050167.0,,4.0,,,9932997.0,16788366.0,102883642.0,177898025.0
1480,2024-03-14T17:00:00,ITA,874,29,903,169088,169991,-45,149,26355096,196425,,,26721512,280803140,70053664.0,,2.0,,,9933063.0,16788449.0,102886377.0,177916763.0
1481,2024-03-15T17:00:00,ITA,868,29,897,168647,169544,-447,159,26355695,196431,,,26721670,280822644,70056729.0,,2.0,,,9933119.0,16788551.0,102888782.0,177933862.0
1482,2024-03-16T17:00:00,ITA,863,28,891,168647,169538,-6,101,26355797,196435,,,26721770,280837757,70059066.0,,0.0,,,9933139.0,16788631.0,102890910.0,177946847.0
1483,2024-03-17T17:00:00,ITA,854,28,882,168639,169521,-17,69,26355882,196436,,,26721839,280853139,70061147.0,,0.0,,,9933159.0,16788680.0,102893124.0,177960015.0
1484,2024-03-18T17:00:00,ITA,851,27,878,168616,169494,-27,43,26355951,196437,,,26721882,280862442,70063218.0,,0.0,,,9933168.0,16788714.0,102894095.0,177968347.0
1485,2024-03-19T17:00:00,ITA,831,28,859,168580,169439,-55,165,26356164,196443,,,26722046,280888285,70067064.0,,2.0,,,9933241.0,16788804.0,102897825.0,177990460.0
1486,2024-03-20T17:00:00,ITA,839,27,866,168495,169361,-78,97,26356336,196446,,,26722143,280910073,70070320.0,,2.0,,,9933284.0,16788858.0,102901064.0,178009009.0
1487,2024-03-21T17:00:00,ITA,819,26,845,168497,169342,-19,111,26356457,196454,,,26722253,280930925,70073421.0,,1.0,,,9933283.0,16788970.0,102903768.0,178027157.0
1488,2024-03-22T17:00:00,ITA,792,28,820,168497,169317,-25,87,26356567,196456,,,26722340,280948285,70075923.0,,3.0,,,9933306.0,16789034.0,102905816.0,178042469.0
1489,2024-03-23T17:00:00,ITA,777,27,804,168508,169312,-5,87,26356656,196459,,,26722427,280962536,70078352.0,,1.0,,,9933327.0,16789100.0,102907883.0,178054653.0
1490,2024-03-24T17:00:00,ITA,771,27,798,168506,169304,-8,74,26356736,196461,,,26722501,280976537,70080190.0,,0.0,,,9933349.0,16789152.0,102910228.0,178066309.0
1491,2024-03-25T17:00:00,ITA,770,28,798,168364,169162,-142,46,26356923,196462,,,26722547,280983865,70081748.0,,1.0,,,9933366.0,16789181.0,102910962.0,178072903.0
1492,2024-03-26T17:00:00,ITA,759,26,785,168211,168996,-166,114,26357201,196464,,,26722661,281009710,70085421.0,,3.0,,,9933408.0,16789253.0,102914597.0,178095113.0
1493,2024-03-27T17:00:00,ITA,754,25,779,168197,168976,-20,84,26357303,196466,,,26722745,281030509,70088536.0,,1.0,,,9933439.0,16789306.0,102917522.0,178112987.0
1494,2024-03-28T17:00:00,ITA,745,25,770,168066,168836,-140,65,26357496,196478,,,26722810,281048843,70091186.0,,4.0,,,9933462.0,16789348.0,102919881.0,178128962.0
1495,2024-03-29T17:00:00,ITA,737,26,763,167465,168228,-608,89,26358191,196480,,,26722899,281063842,70093511.0,,1.0,,,9933491.0,16789408.0,102922607.0,178141235.0
1496,2024-03-30T17:00:00,ITA,733,25,758,167254,168012,-216,80,26358485,196481,,,26722978,281073860,70095519.0,,1.0,,,9933516.0,16789462.0,102924589.0,178149271.0
1497,2024-03-31T17:00:00,ITA,735,25,760,167269,168029,17,53,26358521,196481,,,26723031,281083770,70096846.0,,1.0,,,9933526.0,16789505.0,102925983.0,178157787.0
1498,2024-04-01T17:00:00,ITA,735,25,760,167245,168005,-24,30,26358572,196484,,,26723061,281088490,70097818.0,,1.0,,,9933539.0,16789522.0,102926542.0,178161948.0
1499,2024-04-02T17:00:00,ITA,738,26,764,166272,167036,-969,48,26359588,196485,,,26723109,281099244,70099739.0,,2.0,,,9933554.0,16789555.0,102927974.0,178171270.0
1500,2024-04-03T17:00:00,ITA,732,22,754,164790,165544,-1492,140,26361218,196487,,,26723249,281126449,95303628.0,,0.0,,,9933602.0,16789647.0,102932551.0,178193898.0
1501,2024-04-04T17:00:00,ITA,732,23,755,164432,165187,-357,120,26361693,196489,,,26723369,281146823,70106781.0,,2.0,,,9933645.0,16789724.0,102935289.0,178211534.0
1502,2024-04-05T17:00:00,ITA,729,20,749,164412,165161,-26,81,26361797,196492,,,26723450,281164382,70109441.0,,1.0,,,9933657.0,16789793.0,102937585.0,178226797.0
1503,2024-04-06T17:00:00,ITA,727,23,750,164446,165196,35,101,26361862,196492,,,26723550,281176383,70111669.0,,3.0,,,9933697.0,16789853.0,102939698.0,178236685.0
1504,2024-04-07T17:00:00,ITA,721,23,744,164458,165202,6,48,26361903,196493,,,26723598,281188787,70113612.0,,1.0,,,9933709.0,16789889.0,102941615.0,178247172.0
1505,2024-04-08T17:00:00,ITA,720,22,742,164432,165174,-28,36,26361965,196495,,,26723634,281197757,70115122.0,,0.0,,,9933714.0,16789920.0,102942487.0,178255270.0
1506,2024-04-09T17:00:00,ITA,725,22,747,164451,165198,24,168,26362104,196500,,,26723802,281225699,70119613.0,,0.0,,,9933758.0,16790044.0,102946118.0,178279581.0
1507,2024-04-10T17:00:00,ITA,727,21,748,156975,157723,-7475,92,26369668,196502,,,26723893,281245638,70122799.0,,0.0,,,9933489.0,16790404.0,102949026.0,178296612.0
1508,2024-04-11T17:00:00,ITA,727,23,750,156910,157660,-63,80,26369817,196502,,,26723979,281264957,70125692.0,,2.0,,,9933532.0,16790447.0,102951718.0,178313239.0
1509,2024-04-12T17:00:00,ITA,737,20,757,156675,157432,-228,90,26370132,196504,,,26724068,281280583,70128202.0,,2.0,,,9933569.0,16790499.0,102953820.0,178326763.0
1510,2024-04-13T17:00:00,ITA,722,20,742,156300,157042,-390,51,26370573,196504,,,26724119,281292198,70130208.0,,1.0,,,9933578.0,16790541.0,102955537.0,178336661.0
1511,2024-04-14T17:00:00,ITA,719,19,738,156308,157046,4,58,26370625,196505,,,26724176,281303535,70132027.0,,0.0,,,9933589.0,16790587.0,102957250.0,178346285.0
1512,2024-04-15T17:00:00,ITA,715,19,734,156041,156775,-271,33,26370926,196508,,,26724209,281311159,70133476.0,,0.0,,,9933604.0,16790605.0,102958254.0,178352905.0
1513,2024-04-16T17:00:00,ITA,711,20,731,155183,155914,-861,149,26371935,196509,,,26724358,281336214,70137120.0,,2.0,,,9933646.0,16790712.0,102961412.0,178374802.0
1514,2024-04-17T17:00:00,ITA,700,22,722,154878,155600,-314,77,26372324,196511,,,26724435,281353177,70139953.0,,3.0,,,9933668.0,16790767.0,102963938.0,178389239.0
1515,2024-04-18T17:00:00,ITA,690,19,709,154369,155078,-522,73,26372917,196513,,,26724508,281371199,70142705.0,,1.0,,,9933683.0,16790825.0,102966026.0,178405173.0
1516,2024-04-19T17:00:00,ITA,678,18,696,154268,154964,-114,85,26373112,196517,,,26724593,281389472,70145238.0,,0.0,,,9933706.0,16790887.0,102968154.0,178421318.0
1517,2024-04-20T17:00:00,ITA,687,18,705,154272,154977,13,94,26373193,196517,,,26724687,281400683,70147028.0,,1.0,,,9933736.0,16790951.0,102969731.0,178430952.0
1518,2024-04-21T17:00:00,ITA,688,17,705,154294,154999,22,64,26373235,196517,,,26724751,281411069,70148689.0,,0.0,,,9933750.0,16791001.0,102971183.0,178439886.0
1519,2024-04-22T17:00:00,ITA,570,17,587,154407,154994,-5,36,26373275,196518,,,26724787,281418249,70149868.0,,0.0,,,9933760.0,16791027.0,102971935.0,178446314.0
1520,2024-04-23T17:00:00,ITA,569,17,586,154388,154974,-20,88,26373383,196518,,,26724875,281438954,70150803.0,,0.0,,,9933785.0,16791090.0,102974666.0,178464288.0
1521,2024-04-24T17:00:00,ITA,570,19,589,154405,154994,20,88,26373451,196518,,,26724963,281453799,70152907.0,,2.0,,,9933815.0,16791148.0,102976392.0,178477407.0
1522,2024-04-25T17:00:00,ITA,553,19,572,154369,154941,-53,59,26373557,196522,,,26725020,281466672,70154900.0,,1.0,,,9933828.0,16791192.0,102978286.0,178488386.0
1523,2024-04-26T17:00:00,ITA,553,19,572,154382,154954,13,46,26373588,196525,,,26725067,281471618,70156039.0,,0.0,,,9933848.0,16791219.0,102978816.0,178492802.0
1524,2024-04-27T17:00:00,ITA,550,18,568,154439,155007,53,111,26373645,196526,,,26725178,281482445,70157495.0,,0.0,,,9933892.0,16791286.0,102980393.0,178502052.0
1525,2024-04-28T17:00:00,ITA,560,18,578,154428,155006,-1,72,26373718,196526,,,26725250,281493055,70158875.0,,0.0,,,9933903.0,16791347.0,102981587.0,178511468.0
1526,2024-04-29T17:00:00,ITA,561,18,579,154416,154995,-11,48,26373777,196526,,,26725298,281498368,70160132.0,,0.0,,,9933904.0,16791394.0,102982264.0,178516104.0
1527,2024-04-30T17:00:00,ITA,545,19,564,154492,155056,61,167,26373882,196526,,,26725464,281515069,70162710.0,,0.0,,,9933960.0,16791504.0,102984737.0,178530332.0
1528,2024-05-01T17:00:00,ITA,542,18,560,154530,155090,34,115,26373962,196527,,,26725579,281530352,70164801.0,,1.0,,,9933982.0,16791597.0,102986814.0,178543538.0
1529,2024-05-02T17:00:00,ITA,563,20,583,154503,155086,-4,50,26374015,196528,,,26725629,281537398,70165834.0,,2.0,,,9934001.0,16791628.0,102987503.0,178549895.0
1530,2024-05-03T17:00:00,ITA,542,18,560,154509,155069,-17,117,26374146,196530,,,26725745,281552187,70168180.0,,0.0,,,9934028.0,16791717.0,102989396.0,178562791.0
1531,2024-05-04T17:00:00,ITA,545,20,565,154498,155063,-6,83,26374235,196530,,,26725828,281563570,70169967.0,,2.0,,,9934047.0,16791781.0,102990766.0,178572804.0
1532,2024-05-05T17:00:00,ITA,535,22,557,154551,155108,45,70,26374259,196530,,,26725897,281570772,70171085.0,,2.0,,,9934062.0,16791835.0,102991754.0,178579018.0
1533,2024-05-06T17:00:00,ITA,538,20,558,154541,155099,-9,44,26374312,196530,,,26725941,281579845,70172373.0,,0.0,,,9934074.0,16791867.0,102992292.0,178587553.0
1534,2024-05-07T17:00:00,ITA,536,21,557,154505,155062,-37,140,26374486,196533,,,26726081,281597562,70175099.0,,1.0,,,9934104.0,16791977.0,102994168.0,178603394.0
1535,2024-05-08T17:00:00,ITA,543,21,564,154532,155096,34,123,26374571,196536,,,26726203,281612638,70177491.0,,1.0,,,9934139.0,16792064.0,102995957.0,178616681.0
1536,2024-05-09T17:00:00,ITA,544,22,566,154561,155127,31,132,26374669,196539,,,26726335,281628354,70180160.0,,1.0,,,9934164.0,16792171.0,102997293.0,178631061.0
1537,2024-05-10T17:00:00,ITA,559,23,582,154576,155158,31,110,26374745,196542,,,26726445,281641322,70182168.0,,1.0,,,9934188.0,16792257.0,102998620.0,178642702.0
1538,2024-05-11T17:00:00,ITA,561,23,584,154617,155201,43,93,26374794,196543,,,26726538,281650799,70183681.0,,2.0,,,9934221.0,16792317.0,103000023.0,178650776.0
1539,2024-05-12T17:00:00,ITA,569,23,592,154648,155240,39,87,26374842,196543,,,26726625,281660335,70185135.0,,0.0,,,9934238.0,16792387.0,103001013.0,178659322.0
1540,2024-05-13T17:00:00,ITA,575,26,601,154637,155238,-2,56,26374899,196544,,,26726681,281666240,70186299.0,,3.0,,,9934253.0,16792428.0,103001641.0,178664599.0
1541,2024-05-14T17:00:00,ITA,578,30,608,154733,155341,103,302,26375093,196551,,,26726985,281690180,70190184.0,,5.0,,,9934314.0,16792671.0,103003524.0,178686656.0
1542,2024-05-15T17:00:00,ITA,568,28,596,154796,155392,51,143,26375183,196553,,,26727128,281706665,70192772.0,,1.0,,,9934352.0,16792776.0,103005034.0,178701631.0
1543,2024-05-16T17:00:00,ITA,565,28,593,154826,155419,27,143,26375298,196553,,,26727270,281725183,70195413.0,,2.0,,,9934389.0,16792881.0,103008057.0,178717126.0
1544,2024-05-17T17:00:00,ITA,556,24,580,154876,155456,37,112,26375368,196556,,,26727380,281737310,70201684.0,,1.0,,,9934407.0,16792973.0,103009499.0,178727811.0
1545,2024-05-18T17:00:00,ITA,554,23,577,154898,155475,19,110,26375458,196557,,,26727490,281747260,70203265.0,,0.0,,,9934432.0,16793058.0,103010909.0,178736351.0
1546,2024-05-19T17:00:00,ITA,554,23,577,154931,155508,33,90,26375514,196557,,,26727579,281755696,70204653.0,,1.0,,,9934439.0,16793140.0,103011898.0,178743798.0
1547,2024-05-20T17:00:00,ITA,556,22,578,154929,155507,-1,64,26375578,196558,,,26727643,281761910,70205820.0,,0.0,,,9934457.0,16793186.0,103012526.0,178749384.0
1548,2024-05-21T17:00:00,ITA,558,24,582,154962,155544,37,184,26375723,196560,,,26727827,281779274,70208308.0,,2.0,,,9934500.0,16793327.0,103014395.0,178764879.0
1549,2024-05-22T17:00:00,ITA,579,27,606,154998,155604,60,159,26375821,196561,,,26727986,281794648,70210908.0,,6.0,,,9934529.0,16793457.0,103016067.0,178778581.0
1550,2024-05-23T17:00:00,ITA,578,24,602,155018,155620,16,148,26375953,196561,,,26728134,281812177,70213089.0,,1.0,,,9934566.0,16793568.0,103017484.0,178794693.0
1551,2024-05-24T17:00:00,ITA,574,26,600,155056,155656,36,130,26376043,196564,,,26728263,281824812,70215147.0,,3.0,,,9934595.0,16793668.0,103018882.0,178805930.0
1552,2024-05-25T17:00:00,ITA,568,24,592,155086,155678,22,146,26376164,196567,,,26728409,281834150,70216562.0,,0.0,,,9934624.0,16793785.0,103020064.0,178814086.0
1553,2024-05-26T17:00:00,ITA,569,26,595,155120,155715,37,100,26376226,196568,,,26728509,281843139,70218168.0,,2.0,,,9934645.0,16793864.0,103021111.0,178822028.0
1554,2024-05-27T17:00:00,ITA,588,28,616,155135,155751,36,90,26376278,196570,,,26728599,281848676,70219330.0,,2.0,,,9934663.0,16793936.0,103021641.0,178827035.0
1555,2024-05-28T17:00:00,ITA,601,28,629,155227,155856,105,243,26376416,196570,,,26728842,281864770,70221983.0,,0.0,,,9934713.0,16794129.0,103022938.0,178841832.0
1556,2024-05-29T17:00:00,ITA,597,25,622,155319,155941,85,189,26376519,196571,,,26729031,281879646,70224388.0,,0.0,,,9934756.0,16794275.0,103025295.0,178854351.0
1557,2024-05-30T17:00:00,ITA,596,27,623,155331,155954,13,194,26376696,196575,,,26729225,281894697,70226521.0,,2.0,,,9934799.0,16794426.0,103026798.0,178867899.0
1558,2024-05-31T17:00:00,ITA,591,26,617,155396,156013,59,199,26376835,196576,,,26729424,281905955,70228252.0,,1.0,,,9934847.0,16794577.0,103027953.0,178878002.0
1559,2024-06-01T17:00:00,ITA,585,28,613,155533,156146,133,172,26376873,196577,,,26729596,281914259,70229564.0,,3.0,,,9934875.0,16794721.0,103029215.0,178885044.0
1560,2024-06-02T17:00:00,ITA,587,28,615,155628,156243,97,143,26376919,196577,,,26729739,281921785,70231033.0,,0.0,,,9934905.0,16794834.0,103030221.0,178891564.0
1561,2024-06-03T17:00:00,ITA,593,28,621,155619,156240,-3,76,26376997,196578,,,26729815,281926914,70231953.0,,1.0,,,9934925.0,16794890.0,103030722.0,178896192.0
1562,2024-06-04T17:00:00,ITA,586,28,614,155713,156327,87,301,26377209,196580,,,26730116,281941539,70234147.0,,3.0,,,9934984.0,16795132.0,103032825.0,178908714.0
1563,2024-06-05T17:00:00,ITA,587,26,613,155846,156459,132,244,26377320,196581,,,26730360,281954181,70236077.0,,1.0,,,9935036.0,16795324.0,103034311.0,178919870.0
1564,2024-06-06T17:00:00,ITA,604,25,629,155800,156429,-30,295,26377648,196583,,,26730660,281977618,70239754.0,,1.0,,,9935090.0,16795570.0,103035890.0,178941728.0
1565,2024-06-07T17:00:00,ITA,599,26,625,155912,156537,108,229,26377769,196583,,,26730889,281989560,70241776.0,,2.0,,,9935148.0,16795741.0,103037023.0,178952537.0
1566,2024-06-08T17:00:00,ITA,611,26,637,156047,156684,147,264,26377883,196586,,,26731153,282000819,70243350.0,,1.0,,,9935212.0,16795941.0,103038169.0,178962650.0
1567,2024-06-09T17:00:00,ITA,610,28,638,156141,156779,95,187,26377973,196588,,,26731340,282009109,70244585.0,,2.0,,,9935262.0,16796078.0,103039148.0,178969961.0
1568,2024-06-10T17:00:00,ITA,629,26,655,156121,156776,-3,107,26378079,196592,,,26731447,282015604,70246045.0,,0.0,,,9935294.0,16796153.0,103039903.0,178975701.0
1569,2024-06-11T17:00:00,ITA,631,29,660,156267,156927,151,416,26378343,196593,,,26731863,282033632,70248857.0,,6.0,,,9935361.0,16796502.0,103041720.0,178991912.0
1570,2024-06-12T17:00:00,ITA,641,29,670,155558,156228,-699,304,26379341,196598,,,26732167,282050749,70251272.0,,1.0,,,9935409.0,16796758.0,103043181.0,179007568.0
1571,2024-06-13T17:00:00,ITA,653,27,680,156476,157156,928,313,26378723,196600,,,26732479,282065219,70253306.0,,0.0,,,9935463.0,16797016.0,103044510.0,179020709.0
1572,2024-06-14T17:00:00,ITA,656,23,679,156634,157313,157,343,26378905,196604,,,26732822,282075951,70255142.0,,0.0,,,9935520.0,16797302.0,103045653.0,179030298.0
1573,2024-06-15T17:00:00,ITA,656,24,680,156730,157410,97,286,26379093,196604,,,26733107,282085789,70256713.0,,1.0,,,9935575.0,16797532.0,103046833.0,179038956.0
1574,2024-06-16T17:00:00,ITA,657,24,681,156821,157502,92,188,26379188,196605,,,26733295,282093724,70257965.0,,1.0,,,9935605.0,16797690.0,103047681.0,179046043.0
1575,2024-06-17T17:00:00,ITA,698,26,724,156821,157545,43,130,26379274,196606,,,26733425,282098728,70258975.0,,2.0,,,9935640.0,16797785.0,103048241.0,179050487.0
1576,2024-06-18T17:00:00,ITA,715,27,742,156892,157634,89,453,26379635,196609,,,26733878,282114468,70261376.0,,3.0,,,9935714.0,16798164.0,103049932.0,179064536.0
1577,2024-06-19T17:00:00,ITA,716,26,742,157051,157793,159,372,26379845,196612,,,26734250,282128054,70263514.0,,2.0,,,9935770.0,16798480.0,103051391.0,179076663.0
1578,2024-06-20T17:00:00,ITA,730,26,756,157142,157898,105,313,26380079,196618,,,26734595,282141263,70265230.0,,2.0,,,9935855.0,16798740.0,103052722.0,179088541.0
1579,2024-06-21T17:00:00,ITA,727,31,758,156902,157660,-238,334,26380684,196619,,,26734963,282152747,70267161.0,,4.0,,,9935920.0,16799043.0,103054009.0,179098738.0
1580,2024-06-22T17:00:00,ITA,748,30,778,157106,157884,224,381,26380893,196624,,,26735401,282166190,70269183.0,,1.0,,,9936016.0,16799385.0,103055164.0,179111026.0
